Name,Frequency,Variants,Confidence_Level
You For Bringing This,2,,Low
Speak But,2,,Low
May Speak,2,,Low
Talk To To Speak,2,,Low
Either,2,,Low
Caldwell With Eastern New,2,,Low
Torres Valese,2,,Low
For Indian Affairs,2,,Low
For Indian Education,2,,Low
For Bringing This Forth,2,,Low
For Policy And Growing,2,,Low
Robert Bait,2,,Low
Campos You May Proceed,2,,Low
Warner,2,,Low
Raised,2,,Low
If You Will Please,2,,Low
Wheatley,2,,Low
On The Board,2,,Low
Neville If You'Ll,2,,Low
Soltz,2,,Low
Soul Yes,2,,Low
Branch,2,,Low
Cells,2,,Low
With At Least,2,,Low
Marcus,2,,Low
Peril,2,,Low
Cleveland In My District,2,,Low
Department Of Workforce Solutions,2,,Low
Pandemic,2,,Low
Soulles,2,,Low
Then You Know Send,2,,Low
Goodman,2,,Low
Rommel,2,,Low
Almost,2,,Low
Mestis,2,,Low
For Being In This,2,,Low
At The Children Youth,2,,Low
Young,2,,Low
Store If You Would,2,,Low
For The Independent Community,2,,Low
Booth,2,,Low
My Estes Senate Bill,2,,Low
Ridge,2,,Low
Gonzales He,2,,Low
Gonzales And Then We,2,,Low
Sure Yes,2,,Low
Chando,2,,Low
Tobias Simbozia,2,,Low
Accomplished,2,,Low
Do Hig,2,,Low
Campos Let,2,,Low
Want This,2,,Low
Bill Sure From Senate,2,,Low
Ones,2,,Low
Just Couple Quick Questions,2,,Low
Appropriation,2,,Low
Harrison,2,,Low
Go Right Ahead,2,,Low
Gonzales Made,2,,Low
Agee,2,,Low
Could Be,2,,Low
Campos And Then We,2,,Low
For Native American Affairs,2,,Low
Sanborn,2,,Low
On You,2,,Low
For The Mortgage Finance,2,,Low
Experience,2,,Low
Martha Quintana And Our,2,,Low
Designate Of The New,2,,Low
Senate District Twenty Eight,2,,Low
Just Want To Make,2,,Low
When You Have Someone,2,,Low
Campos Is Not Here,2,,Low
One Of The Largest,2,,Low
Nolan,2,,Low
Tyson,2,,Low
For All Your Hard,2,,Low
But To That Point,2,,Low
For That Explanation,2,,Low
Trill,2,,Low
Gonzales Excuse,2,,Low
By The Votes,2,,Low
Signs The Bill It,2,,Low
Has Indicated,2,,Low
Tobias And Botsia,2,,Low
Shedo,2,,Low
Padia,2,,Low
Shendo Here,2,,Low
You Want To Add,2,,Low
Jessica,2,,Low
You'Re Talking About,2,,Low
Goodness,2,,Low
Gray With The Lfc,2,,Low
Committee Members We'Re,2,,Low
Ponyo,2,,Low
For Any Additional Comments,2,,Low
Just Going To Go,2,,Low
Valley,2,,Low
You Have Any Questions,2,,Low
Pardon,2,,Low
Doing There,2,,Low
All Movie Do Pass,2,,Low
Linder,2,,Low
Total,2,,Low
Burst,2,,Low
Tariff,2,,Low
Suggestion,2,,Low
At The Legislative Finance,2,,Low
Trees,2,,Low
In Front Of Us,2,,Low
Likes,2,,Low
Maesters,2,,Low
We Just Have One,2,,Low
You It,2,,Low
He Can Answer That,2,,Low
Number That,2,,Low
Cabos,2,,Low
Bay,2,,Low
We Have Some Amendments,2,,Low
With That Would Be,2,,Low
Dodge And Other Guests,2,,Low
In This Instance,2,,Low
Deserves,2,,Low
We'Ve Been Talking,2,,Low
You Know If You,2,,Low
Army,2,,Low
For The Retiree Health,2,,Low
Stansky,2,,Low
Jernigan,2,,Low
Thompson For Introducing This,2,,Low
Todos Os,2,,Low
Thompson Yes,2,,Low
May Make,2,,Low
Bronwyn Neeser,2,,Low
Permitted,2,,Low
Mclish,2,,Low
For The National Alliance,2,,Low
Trust Us,2,,Low
We'Re Doing This,2,,Low
Ferrary Is There Any,2,,Low
Deborah On Strong,2,,Low
Caning,2,,Low
Tur Office,2,,Low
Tasha Barnes,2,,Low
Surgeon,2,,Low
There There,2,,Low
Joe And For Our,2,,Low
Kate Here,2,,Low
Change Project,2,,Low
Tates,2,,Low
Ribs,2,,Low
For Just,2,,Low
Anjali Teenage,2,,Low
Said Ped,2,,Low
Bentsen,2,,Low
For Letting Me Speak,2,,Low
Ferrary Present,2,,Low
Said At The Beginning,2,,Low
Portal,2,,Low
Lonnie All,2,,Low
House Bill Sixteen,2,,Low
Mobile,2,,Low
Made The Decision That,2,,Low
Hospital,2,,Low
When There,2,,Low
But Just,2,,Low
Holly,2,,Low
Thompson For Bringing Forward,2,,Low
Anderson Votes Yes,2,,Low
Eight Thompson,2,,Low
We Stand In Opposition,2,,Low
Wealth Anderson,2,,Low
Did You Want Your,2,,Low
Clients,2,,Low
My Name Is That,2,,Low
Ferrary It,2,,Low
For The National Union,2,,Low
But When,2,,Low
Katie,2,,Low
Members Of The One,2,,Low
Mark Duran,2,,Low
So For The Past,2,,Low
Monica,2,,Low
Here Here,2,,Low
Rumah,2,,Low
Involved,2,,Low
James Chodas,2,,Low
Please Don,2,,Low
Rather Than,2,,Low
For Bridges Autism Services,2,,Low
Stephanie Lower,2,,Low
For Appointment,2,,Low
Page Eleven,2,,Low
Schmidt He Said That,2,,Low
Grecca,2,,Low
Guide Us,2,,Low
There Us,2,,Low
Committees To Explain His,2,,Low
Said The Olympics You,2,,Low
You'Re Betting One,2,,Low
Lois,2,,Low
Good Evening,2,,Low
Mcgill,2,,Low
Blu,2,,Low
Judge,2,,Low
My Ss Yes,2,,Low
Then We'Ll Go,2,,Low
Channell,2,,Low
Alexander,2,,Low
Blaylock,2,,Low
Out On If We,2,,Low
Folk,2,,Low
So The Olympics,2,,Low
Guy In Our,2,,Low
Tommin,2,,Low
On Page Forty One,2,,Low
Yes Hi,2,,Low
But There,2,,Low
Judy,2,,Low
Yvette,2,,Low
Still,2,,Low
China,2,,Low
Company,2,,Low
Ideal,2,,Low
Galgos,2,,Low
Reger,2,,Low
Finto,2,,Low
If You Would Entertain,2,,Low
Wearing Pink,2,,Low
My Is This Yes,2,,Low
Majors,2,,Low
Told Her That She,2,,Low
Ivey Soto And Let,2,,Low
Mccutching,2,,Low
Goods All,2,,Low
Wanted To Do,2,,Low
Mesker,2,,Low
Mccracken,2,,Low
Hart,2,,Low
My Name Is Junie,2,,Low
Members Of Canadian Journalists,2,,Low
Okay Right,2,,Low
My Name Is Cheryl,2,,Low
You Have Eleven Yeses,2,,Low
Upon,2,,Low
Avita,2,,Low
Read That,2,,Low
We But,2,,Low
My Point Is That,2,,Low
In The Two Thousand,2,,Low
Dupe,2,,Low
Kaufman,2,,Low
Festus,2,,Low
Pachman,2,,Low
You'Re Right,2,,Low
All Con,2,,Low
Unfortunately,2,,Low
Could See You,2,,Low
Sapan Skate Yes,2,,Low
Ten Yess One No,2,,Low
Night But,2,,Low
Night Bird,2,,Low
Cabana,2,,Low
Ferrary For Bringing This,2,,Low
All Our,2,,Low
Interview,2,,Low
Kanske Yes,2,,Low
Signed Into Law,2,,Low
With Eleven Yeses You,2,,Low
Night Very,2,,Low
We Yes,2,,Low
For Public Action Alliance,2,,Low
Mclean Yes,2,,Low
Range,2,,Low
Neither,2,,Low
If You'Ll Just,2,,Low
Maclean,2,,Low
For The Rape Crisis,2,,Low
Quinn,2,,Low
Resolution Fourteen,2,,Low
Saddam,2,,Low
Night Or Did You,2,,Low
Whether It,2,,Low
Sapansky Here,2,,Low
Green Here,2,,Low
Czecho,2,,Low
Ibiza,2,,Low
Members The Committee Oscar,2,,Low
Watson,2,,Low
Some Pants,2,,Low
Yes Yeah,2,,Low
Du Hagan,2,,Low
Abata,2,,Low
Hochman Vi Hill,2,,Low
In The Next Morning,2,,Low
Such,2,,Low
Babeta,2,,Low
If We'Re Going,2,,Low
Occurring,2,,Low
Ivey Soto Is There,2,,Low
Maverick,2,,Low
All Court,2,,Low
Don Bates,2,,Low
You Need To Go,2,,Low
For The Domestic Violence,2,,Low
You Have The Floor,2,,Low
For House District,2,,Low
Reviews,2,,Low
Erhard,2,,Low
For New Mexico Treatment,2,,Low
You Saw The Floor,2,,Low
Rojo,2,,Low
William Fire,2,,Low
Butler,2,,Low
Influencing,2,,Low
Your Question,2,,Low
You Want To Weigh,2,,Low
Morris You Know,2,,Low
Doing Any Other Amendments,2,,Low
Ivey Soto Is Concerned,2,,Low
Deick,2,,Low
Deal,2,,Low
Services Yes The Amendment,2,,Low
Ivey Soto Has Brought,2,,Low
Doing So,2,,Low
Ivey Soto That,2,,Low
Tennant,2,,Low
Come,2,,Low
Server,2,,Low
Dede,2,,Low
Levinson,2,,Low
Logan,2,,Low
Definition,2,,Low
Episode Is Right,2,,Low
Every Soto,2,,Low
Focus,2,,Low
Doing It,2,,Low
Reece,2,,Low
Mccabe,2,,Low
Hayden,2,,Low
Maxwell,2,,Low
Ivey Soto Said It,2,,Low
Do Yes,2,,Low
For The Military Veterans,2,,Low
Political,2,,Low
Paharon,2,,Low
Moody,2,,Low
Trasas,2,,Low
Towns And It,2,,Low
At This Yes,2,,Low
Pajuan,2,,Low
Baron,2,,Low
Roads,2,,Low
Chamber Yes,2,,Low
Hoping To Be Hill,2,,Low
Twelve In The Affirmative,2,,Low
Moto,2,,Low
Keogh,2,,Low
Lunstrom,2,,Low
Doug Fine,2,,Low
Glacis,2,,Low
Chat Feels Bill But,2,,Low
