name,last_name,frequency,confidence,chamber,party,district,years_active,committees,verified,notes,variants
Mclish,Mclish,2,low,Unknown,Unknown,Unknown,,,False,,
For The National Alliance,Alliance,2,low,Unknown,Unknown,Unknown,,,False,,
Trust Us,Us,2,low,Unknown,Unknown,Unknown,,,False,,
We'Re Doing This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Ferrary Is There Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
Deborah On Strong,Strong,2,low,Unknown,Unknown,Unknown,,,False,,
Caning,Caning,2,low,Unknown,Unknown,Unknown,,,False,,
Tur Office,Office,2,low,Unknown,Unknown,Unknown,,,False,,
Tasha Barnes,Barnes,2,low,Unknown,Unknown,Unknown,,,False,,
Surgeon,Surgeon,2,low,Unknown,Unknown,Unknown,,,False,,
There There,There,2,low,Unknown,Unknown,Unknown,,,False,,
Joe And For Our,Our,2,low,Unknown,Unknown,Unknown,,,False,,
Kate Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Change Project,Project,2,low,Unknown,Unknown,Unknown,,,False,,
Tates,Tates,2,low,Unknown,Unknown,Unknown,,,False,,
Ribs,Ribs,2,low,Unknown,Unknown,Unknown,,,False,,
For Just,Just,2,low,Unknown,Unknown,Unknown,,,False,,
Anjali Teenage,Teenage,2,low,Unknown,Unknown,Unknown,,,False,,
Said Ped,Ped,2,low,Unknown,Unknown,Unknown,,,False,,
Bentsen,Bentsen,2,low,Unknown,Unknown,Unknown,,,False,,
For Letting Me Speak,Speak,2,low,Unknown,Unknown,Unknown,,,False,,
Ferrary Present,Present,2,low,Unknown,Unknown,Unknown,,,False,,
Said At The Beginning,Beginning,2,low,Unknown,Unknown,Unknown,,,False,,
Portal,Portal,2,low,Unknown,Unknown,Unknown,,,False,,
Lonnie All,All,2,low,Unknown,Unknown,Unknown,,,False,,
House Bill Sixteen,Sixteen,2,low,Unknown,Unknown,Unknown,,,False,,
Mobile,Mobile,2,low,Unknown,Unknown,Unknown,,,False,,
Made The Decision That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Hospital,Hospital,2,low,Unknown,Unknown,Unknown,,,False,,
When There,There,2,low,Unknown,Unknown,Unknown,,,False,,
But Just,Just,2,low,Unknown,Unknown,Unknown,,,False,,
Holly,Holly,2,low,Unknown,Unknown,Unknown,,,False,,
Thompson For Bringing Forward,Forward,2,low,Unknown,Unknown,Unknown,,,False,,
Anderson Votes Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Eight Thompson,Thompson,2,low,Unknown,Unknown,Unknown,,,False,,
We Stand In Opposition,Opposition,2,low,Unknown,Unknown,Unknown,,,False,,
Wealth Anderson,Anderson,2,low,Unknown,Unknown,Unknown,,,False,,
Did You Want Your,Your,2,low,Unknown,Unknown,Unknown,,,False,,
Clients,Clients,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Ferrary It,It,2,low,Unknown,Unknown,Unknown,,,False,,
For The National Union,Union,2,low,Unknown,Unknown,Unknown,,,False,,
But When,When,2,low,Unknown,Unknown,Unknown,,,False,,
Katie,Katie,2,low,Unknown,Unknown,Unknown,,,False,,
Members Of The One,One,2,low,Unknown,Unknown,Unknown,,,False,,
Mark Duran,Duran,2,low,Unknown,Unknown,Unknown,,,False,,
So For The Past,Past,2,low,Unknown,Unknown,Unknown,,,False,,
Monica,Monica,2,low,Unknown,Unknown,Unknown,,,False,,
Here Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Rumah,Rumah,2,low,Unknown,Unknown,Unknown,,,False,,
Involved,Involved,2,low,Unknown,Unknown,Unknown,,,False,,
James Chodas,Chodas,2,low,Unknown,Unknown,Unknown,,,False,,
Please Don,Don,2,low,Unknown,Unknown,Unknown,,,False,,
Rather Than,Than,2,low,Unknown,Unknown,Unknown,,,False,,
For Bridges Autism Services,Services,2,low,Unknown,Unknown,Unknown,,,False,,
Stephanie Lower,Lower,2,low,Unknown,Unknown,Unknown,,,False,,
For Appointment,Appointment,2,low,Unknown,Unknown,Unknown,,,False,,
Page Eleven,Eleven,2,low,Unknown,Unknown,Unknown,,,False,,
Schmidt He Said That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Grecca,Grecca,2,low,Unknown,Unknown,Unknown,,,False,,
Guide Us,Us,2,low,Unknown,Unknown,Unknown,,,False,,
There Us,Us,2,low,Unknown,Unknown,Unknown,,,False,,
Committees To Explain His,His,2,low,Unknown,Unknown,Unknown,,,False,,
Said The Olympics You,You,2,low,Unknown,Unknown,Unknown,,,False,,
You'Re Betting One,One,2,low,Unknown,Unknown,Unknown,,,False,,
Lois,Lois,2,low,Unknown,Unknown,Unknown,,,False,,
Good Evening,Evening,2,low,Unknown,Unknown,Unknown,,,False,,
Mcgill,Mcgill,2,low,Unknown,Unknown,Unknown,,,False,,
Blu,Blu,2,low,Unknown,Unknown,Unknown,,,False,,
Judge,Judge,2,low,Unknown,Unknown,Unknown,,,False,,
My Ss Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Then We'Ll Go,Go,2,low,Unknown,Unknown,Unknown,,,False,,
Channell,Channell,2,low,Unknown,Unknown,Unknown,,,False,,
Alexander,Alexander,2,low,Unknown,Unknown,Unknown,,,False,,
Blaylock,Blaylock,2,low,Unknown,Unknown,Unknown,,,False,,
Out On If We,We,2,low,Unknown,Unknown,Unknown,,,False,,
Folk,Folk,2,low,Unknown,Unknown,Unknown,,,False,,
So The Olympics,Olympics,2,low,Unknown,Unknown,Unknown,,,False,,
Guy In Our,Our,2,low,Unknown,Unknown,Unknown,,,False,,
Tommin,Tommin,2,low,Unknown,Unknown,Unknown,,,False,,
On Page Forty One,One,2,low,Unknown,Unknown,Unknown,,,False,,
Yes Hi,Hi,2,low,Unknown,Unknown,Unknown,,,False,,
But There,There,2,low,Unknown,Unknown,Unknown,,,False,,
Judy,Judy,2,low,Unknown,Unknown,Unknown,,,False,,
Yvette,Yvette,2,low,Unknown,Unknown,Unknown,,,False,,
Still,Still,2,low,Unknown,Unknown,Unknown,,,False,,
China,China,2,low,Unknown,Unknown,Unknown,,,False,,
Company,Company,2,low,Unknown,Unknown,Unknown,,,False,,
Ideal,Ideal,2,low,Unknown,Unknown,Unknown,,,False,,
Galgos,Galgos,2,low,Unknown,Unknown,Unknown,,,False,,
Reger,Reger,2,low,Unknown,Unknown,Unknown,,,False,,
Finto,Finto,2,low,Unknown,Unknown,Unknown,,,False,,
If You Would Entertain,Entertain,2,low,Unknown,Unknown,Unknown,,,False,,
Wearing Pink,Pink,2,low,Unknown,Unknown,Unknown,,,False,,
My Is This Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Majors,Majors,2,low,Unknown,Unknown,Unknown,,,False,,
Told Her That She,She,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto And Let,Let,2,low,Unknown,Unknown,Unknown,,,False,,
Mccutching,Mccutching,2,low,Unknown,Unknown,Unknown,,,False,,
Goods All,All,2,low,Unknown,Unknown,Unknown,,,False,,
Wanted To Do,Do,2,low,Unknown,Unknown,Unknown,,,False,,
Mesker,Mesker,2,low,Unknown,Unknown,Unknown,,,False,,
Mccracken,Mccracken,2,low,Unknown,Unknown,Unknown,,,False,,
Hart,Hart,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Junie,Junie,2,low,Unknown,Unknown,Unknown,,,False,,
Members Of Canadian Journalists,Journalists,2,low,Unknown,Unknown,Unknown,,,False,,
Okay Right,Right,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Cheryl,Cheryl,2,low,Unknown,Unknown,Unknown,,,False,,
You Have Eleven Yeses,Yeses,2,low,Unknown,Unknown,Unknown,,,False,,
Upon,Upon,2,low,Unknown,Unknown,Unknown,,,False,,
Avita,Avita,2,low,Unknown,Unknown,Unknown,,,False,,
Read That,That,2,low,Unknown,Unknown,Unknown,,,False,,
We But,But,2,low,Unknown,Unknown,Unknown,,,False,,
My Point Is That,That,2,low,Unknown,Unknown,Unknown,,,False,,
In The Two Thousand,Thousand,2,low,Unknown,Unknown,Unknown,,,False,,
Dupe,Dupe,2,low,Unknown,Unknown,Unknown,,,False,,
Kaufman,Kaufman,2,low,Unknown,Unknown,Unknown,,,False,,
Festus,Festus,2,low,Unknown,Unknown,Unknown,,,False,,
Pachman,Pachman,2,low,Unknown,Unknown,Unknown,,,False,,
You'Re Right,Right,2,low,Unknown,Unknown,Unknown,,,False,,
All Con,Con,2,low,Unknown,Unknown,Unknown,,,False,,
Unfortunately,Unfortunately,2,low,Unknown,Unknown,Unknown,,,False,,
Could See You,You,2,low,Unknown,Unknown,Unknown,,,False,,
Sapan Skate Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Ten Yess One No,No,2,low,Unknown,Unknown,Unknown,,,False,,
Night But,But,2,low,Unknown,Unknown,Unknown,,,False,,
Night Bird,Bird,2,low,Unknown,Unknown,Unknown,,,False,,
Cabana,Cabana,2,low,Unknown,Unknown,Unknown,,,False,,
Ferrary For Bringing This,This,2,low,Unknown,Unknown,Unknown,,,False,,
All Our,Our,2,low,Unknown,Unknown,Unknown,,,False,,
Interview,Interview,2,low,Unknown,Unknown,Unknown,,,False,,
Kanske Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Signed Into Law,Law,2,low,Unknown,Unknown,Unknown,,,False,,
With Eleven Yeses You,You,2,low,Unknown,Unknown,Unknown,,,False,,
Night Very,Very,2,low,Unknown,Unknown,Unknown,,,False,,
We Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
For Public Action Alliance,Alliance,2,low,Unknown,Unknown,Unknown,,,False,,
Mclean Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Range,Range,2,low,Unknown,Unknown,Unknown,,,False,,
Neither,Neither,2,low,Unknown,Unknown,Unknown,,,False,,
If You'Ll Just,Just,2,low,Unknown,Unknown,Unknown,,,False,,
Maclean,Maclean,2,low,Unknown,Unknown,Unknown,,,False,,
For The Rape Crisis,Crisis,2,low,Unknown,Unknown,Unknown,,,False,,
Quinn,Quinn,2,low,Unknown,Unknown,Unknown,,,False,,
Resolution Fourteen,Fourteen,2,low,Unknown,Unknown,Unknown,,,False,,
Saddam,Saddam,2,low,Unknown,Unknown,Unknown,,,False,,
Night Or Did You,You,2,low,Unknown,Unknown,Unknown,,,False,,
Whether It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Sapansky Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Green Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Czecho,Czecho,2,low,Unknown,Unknown,Unknown,,,False,,
Ibiza,Ibiza,2,low,Unknown,Unknown,Unknown,,,False,,
Members The Committee Oscar,Oscar,2,low,Unknown,Unknown,Unknown,,,False,,
Watson,Watson,2,low,Unknown,Unknown,Unknown,,,False,,
Some Pants,Pants,2,low,Unknown,Unknown,Unknown,,,False,,
Yes Yeah,Yeah,2,low,Unknown,Unknown,Unknown,,,False,,
Du Hagan,Hagan,2,low,Unknown,Unknown,Unknown,,,False,,
Abata,Abata,2,low,Unknown,Unknown,Unknown,,,False,,
Hochman Vi Hill,Hill,2,low,Unknown,Unknown,Unknown,,,False,,
In The Next Morning,Morning,2,low,Unknown,Unknown,Unknown,,,False,,
Such,Such,2,low,Unknown,Unknown,Unknown,,,False,,
Babeta,Babeta,2,low,Unknown,Unknown,Unknown,,,False,,
If We'Re Going,Going,2,low,Unknown,Unknown,Unknown,,,False,,
Occurring,Occurring,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Is There,There,2,low,Unknown,Unknown,Unknown,,,False,,
Maverick,Maverick,2,low,Unknown,Unknown,Unknown,,,False,,
All Court,Court,2,low,Unknown,Unknown,Unknown,,,False,,
Don Bates,Bates,2,low,Unknown,Unknown,Unknown,,,False,,
You Need To Go,Go,2,low,Unknown,Unknown,Unknown,,,False,,
For The Domestic Violence,Violence,2,low,Unknown,Unknown,Unknown,,,False,,
You Have The Floor,Floor,2,low,Unknown,Unknown,Unknown,,,False,,
For House District,District,2,low,Unknown,Unknown,Unknown,,,False,,
Reviews,Reviews,2,low,Unknown,Unknown,Unknown,,,False,,
Erhard,Erhard,2,low,Unknown,Unknown,Unknown,,,False,,
For New Mexico Treatment,Treatment,2,low,Unknown,Unknown,Unknown,,,False,,
You Saw The Floor,Floor,2,low,Unknown,Unknown,Unknown,,,False,,
Rojo,Rojo,2,low,Unknown,Unknown,Unknown,,,False,,
William Fire,Fire,2,low,Unknown,Unknown,Unknown,,,False,,
Butler,Butler,2,low,Unknown,Unknown,Unknown,,,False,,
Influencing,Influencing,2,low,Unknown,Unknown,Unknown,,,False,,
Your Question,Question,2,low,Unknown,Unknown,Unknown,,,False,,
You Want To Weigh,Weigh,2,low,Unknown,Unknown,Unknown,,,False,,
Morris You Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Doing Any Other Amendments,Amendments,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Is Concerned,Concerned,2,low,Unknown,Unknown,Unknown,,,False,,
Deick,Deick,2,low,Unknown,Unknown,Unknown,,,False,,
Deal,Deal,2,low,Unknown,Unknown,Unknown,,,False,,
Services Yes The Amendment,Amendment,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Has Brought,Brought,2,low,Unknown,Unknown,Unknown,,,False,,
Doing So,So,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Tennant,Tennant,2,low,Unknown,Unknown,Unknown,,,False,,
Come,Come,2,low,Unknown,Unknown,Unknown,,,False,,
Server,Server,2,low,Unknown,Unknown,Unknown,,,False,,
Dede,Dede,2,low,Unknown,Unknown,Unknown,,,False,,
Levinson,Levinson,2,low,Unknown,Unknown,Unknown,,,False,,
Logan,Logan,2,low,Unknown,Unknown,Unknown,,,False,,
Definition,Definition,2,low,Unknown,Unknown,Unknown,,,False,,
Episode Is Right,Right,2,low,Unknown,Unknown,Unknown,,,False,,
Every Soto,Soto,2,low,Unknown,Unknown,Unknown,,,False,,
Focus,Focus,2,low,Unknown,Unknown,Unknown,,,False,,
Doing It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Reece,Reece,2,low,Unknown,Unknown,Unknown,,,False,,
Mccabe,Mccabe,2,low,Unknown,Unknown,Unknown,,,False,,
Hayden,Hayden,2,low,Unknown,Unknown,Unknown,,,False,,
Maxwell,Maxwell,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Said It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Do Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
For The Military Veterans,Veterans,2,low,Unknown,Unknown,Unknown,,,False,,
Political,Political,2,low,Unknown,Unknown,Unknown,,,False,,
Paharon,Paharon,2,low,Unknown,Unknown,Unknown,,,False,,
Moody,Moody,2,low,Unknown,Unknown,Unknown,,,False,,
Trasas,Trasas,2,low,Unknown,Unknown,Unknown,,,False,,
Towns And It,It,2,low,Unknown,Unknown,Unknown,,,False,,
At This Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Pajuan,Pajuan,2,low,Unknown,Unknown,Unknown,,,False,,
Baron,Baron,2,low,Unknown,Unknown,Unknown,,,False,,
Roads,Roads,2,low,Unknown,Unknown,Unknown,,,False,,
Chamber Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Hoping To Be Hill,Hill,2,low,Unknown,Unknown,Unknown,,,False,,
Twelve In The Affirmative,Affirmative,2,low,Unknown,Unknown,Unknown,,,False,,
Moto,Moto,2,low,Unknown,Unknown,Unknown,,,False,,
Keogh,Keogh,2,low,Unknown,Unknown,Unknown,,,False,,
Lunstrom,Lunstrom,2,low,Unknown,Unknown,Unknown,,,False,,
Doug Fine,Fine,2,low,Unknown,Unknown,Unknown,,,False,,
Glacis,Glacis,2,low,Unknown,Unknown,Unknown,,,False,,
Chat Feels Bill But,But,2,low,Unknown,Unknown,Unknown,,,False,,
