bill_id,bill_type,full_name,frequency,num_transcripts,variants
SB 467,SB,Senate Bill,1,1,Senate Bill 467
SB 4717,SB,Senate Bill,1,1,Senate Bill 4717
SB 472,SB,Senate Bill,1,1,Senate Bill 472
SB 4733,SB,Senate Bill,1,1,Senate Bill 4733
SB 474,SB,Senate Bill,1,1,"Senate Bill
474; Senate Bill 474"
SB 475,SB,Senate Bill,1,1,Senate Bill 475
SB 477,SB,Senate Bill,1,1,Senate Bill 477
SB 483,SB,Senate Bill,1,1,Senate Bill 483
SB 485,SB,Senate Bill,1,1,Senate Bill 485
SB 486,SB,Senate Bill,1,1,Senate Bill 486
SB 4866,SB,Senate Bill,1,1,Senate Bill 4866
SB 487,SB,Senate Bill,1,1,"Senate Bill
487; Senate Bill 487"
SB 488,SB,Senate Bill,1,1,"Senate Bill
488"
SB 500,SB,Senate Bill,1,1,Senate Bill 500
SB 501,SB,Senate Bill,1,1,Senate Bill 501
SB 5002,SB,Senate Bill,1,1,Senate Bill 5002
SB 503,SB,Senate Bill,1,1,"Senate Bill
503"
SB 506,SB,Senate Bill,1,1,Senate Bill 506
SB 508,SB,Senate Bill,1,1,Senate Bill 508
SB 509,SB,Senate Bill,1,1,Senate Bill 509
SB 513,SB,Senate Bill,1,1,Senate Bill 513
SB 514,SB,Senate Bill,1,1,Senate Bill 514; Senate bill 514
SB 515,SB,Senate Bill,1,1,Senate Bill 515
SB 5017,SB,Senate Bill,1,1,Senate Bill 5017
SB 518,SB,Senate Bill,1,1,Senate Bill 518
SB 519,SB,Senate Bill,1,1,Senate Bill 519
SB 520,SB,Senate Bill,1,1,Senate Bill 520
SB 521,SB,Senate Bill,1,1,Senate Bill 521
SB 523,SB,Senate Bill,1,1,Senate Bill 523
SB 526,SB,Senate Bill,1,1,Senate Bill 526
SB 527,SB,Senate Bill,1,1,Senate Bill 527
SB 528,SB,Senate Bill,1,1,"Senate Bill
528; Senate Bill 528"
SB 529,SB,Senate Bill,1,1,Senate Bill 529
SB 531,SB,Senate Bill,1,1,"Senate Bill
531"
SB 533,SB,Senate Bill,1,1,Senate Bill 533
SB 534,SB,Senate Bill,1,1,Senate Bill 534
SB 536,SB,Senate Bill,1,1,Senate Bill 536
SB 537,SB,Senate Bill,1,1,Senate Bill 537
SB 539,SB,Senate Bill,1,1,Senate Bill 539
SB 540,SB,Senate Bill,1,1,Senate Bill 540
SB 541,SB,Senate Bill,1,1,Senate Bill 541
SB 543,SB,Senate Bill,1,1,Senate Bill 543
SB 544,SB,Senate Bill,1,1,Senate Bill 544
SB 545,SB,Senate Bill,1,1,Senate Bill 545
SB 546,SB,Senate Bill,1,1,Senate Bill 546
SB 547,SB,Senate Bill,1,1,Senate Bill 547
SB 548,SB,Senate Bill,1,1,"Senate Bill
548; Senate Bill 548"
SB 549,SB,Senate Bill,1,1,Senate Bill 549
SB 550,SB,Senate Bill,1,1,Senate Bill 550
SB 551,SB,Senate Bill,1,1,Senate bill 551
SB 554,SB,Senate Bill,1,1,Senate Bill 554
SB 556,SB,Senate Bill,1,1,Senate Bill 556
SB 557,SB,Senate Bill,1,1,Senate bill 557
SB 558,SB,Senate Bill,1,1,Senate Bill 558; Senate bill 558
SJR 14,SJR,Senate Joint Resolution,1,1,Senate Joint Resolution 14
SB 559,SB,Senate Bill,1,1,Senate Bill 559; Senate bill 559
SB 9494,SB,Senate Bill,1,1,Senate Bill 9494
SB 9595,SB,Senate Bill,1,1,Senate Bill 9595
SB 9696,SB,Senate Bill,1,1,Senate Bill 9696
SB 9797,SB,Senate Bill,1,1,Senate Bill 9797
SB 1166,SB,Senate Bill,1,1,Senate Bill 1166
SB 132,SB,Senate Bill,1,1,Senate Bill 132
SB 140,SB,Senate Bill,1,1,Senate Bill 140
SJR 5,SJR,Senate Joint Resolution,1,1,"Senate Joint Resolution
5"
SB 2204,SB,Senate Bill,1,1,Senate Bill 2204
SB 207,SB,Senate Bill,1,1,Senate Bill 207
SB 2009,SB,Senate Bill,1,1,Senate Bill 2009
SB 2017,SB,Senate Bill,1,1,Senate Bill 2017
HB 6981,HB,House Bill,1,1,House Bill 6981
SB 2005,SB,Senate Bill,1,1,Senate Bill 2005
SB 200,SB,Senate Bill,1,1,Senate Bill 200
HB 1040,HB,House Bill,1,1,House Bill 1040
SB 347,SB,Senate Bill,1,1,Senate Bill 347
SB 348,SB,Senate Bill,1,1,Senate Bill 348
SB 349,SB,Senate Bill,1,1,Senate Bill 349; Senate bill 349
SB 231ST,SB,Senate Bill,1,1,Senate Bill 231st
SB 435,SB,Senate Bill,1,1,"Senate Bill
435"
SB 438,SB,Senate Bill,1,1,Senate Bill 438
SB 440,SB,Senate Bill,1,1,Senate Bill 440
SB 441,SB,Senate Bill,1,1,Senate Bill 441; Senate bill 441
SM 8,SM,Senate Memorial,1,1,Senate Memorial 8
SM 10,SM,Senate Memorial,1,1,Senate Memorial 10
SJR 13,SJR,Senate Joint Resolution,1,1,Senate Joint Resolution 13
SB 1043,SB,Senate Bill,1,1,Senate Bill 1043
SB 284,SB,Senate Bill,1,1,"Senate Bill
284; Senate Bill 284"
SB 1616,SB,Senate Bill,1,1,Senate Bill 1616
SB 172,SB,Senate Bill,1,1,Senate Bill 172; Senate bill 172
SM 14A,SM,Senate Memorial,1,1,Senate memorial 14A
HB 2003,HB,House Bill,1,1,House Bill 2003
SB 361,SB,Senate Bill,1,1,Senate Bill 361
SB 362,SB,Senate Bill,1,1,Senate Bill 362
SB 367,SB,Senate Bill,1,1,"Senate Bill
367"
SB 371,SB,Senate Bill,1,1,Senate Bill 371
SM 6,SM,Senate Memorial,1,1,Senate Memorial 6
SB 665,SB,Senate Bill,1,1,"Senate Bill
665"
SB 882,SB,Senate Bill,1,1,Senate Bill 882
SB 444,SB,Senate Bill,1,1,Senate Bill 444
SB 448,SB,Senate Bill,1,1,Senate Bill 448
SB 451,SB,Senate Bill,1,1,"Senate Bill
451; Senate Bill 451"
SB 452,SB,Senate Bill,1,1,Senate Bill 452
SB 453,SB,Senate Bill,1,1,Senate Bill 453
SB 454,SB,Senate Bill,1,1,Senate Bill 454
HB 6969,HB,House Bill,1,1,House Bill 6969
HB 2977,HB,House Bill,1,1,House Bill 2977
SB 285,SB,Senate Bill,1,1,Senate Bill 285
SB 291,SB,Senate Bill,1,1,Senate Bill 291
SB 292,SB,Senate Bill,1,1,Senate Bill 292
SB 293,SB,Senate Bill,1,1,Senate Bill 293
SJR 8,SJR,Senate Joint Resolution,1,1,Senate Joint Resolution 8
SB 7070,SB,Senate Bill,1,1,Senate Bill 7070
SB 71,SB,Senate Bill,1,1,Senate Bill 71
SB 747,SB,Senate Bill,1,1,Senate Bill 747
SB 7777,SB,Senate Bill,1,1,Senate Bill 7777
SB 8383,SB,Senate Bill,1,1,Senate Bill 8383
SB 8888,SB,Senate Bill,1,1,Senate Bill 8888
SJR 4,SJR,Senate Joint Resolution,1,1,Senate Joint Resolution 4; Senate joint resolution 4
SB 187,SB,Senate Bill,1,1,Senate Bill 187
SB 192,SB,Senate Bill,1,1,Senate Bill 192
SB 195,SB,Senate Bill,1,1,Senate Bill 195
SM 23,SM,Senate Memorial,1,1,Senate Memorial 23
HB 7171,HB,House Bill,1,1,House Bill 7171
HB 2017,HB,House Bill,1,1,House Bill 2017
HM 5151,HM,House Memorial,1,1,House Memorial 5151
HB 2085,HB,House Bill,1,1,House Bill 2085
HB 4148,HB,House Bill,1,1,house Bill 4148
HB 3298,HB,House Bill,1,1,"house Bill
3298"
SB 1169,SB,Senate Bill,1,1,Senate Bill 1169
HM 4041,HM,House Memorial,1,1,House Memorial 4041
HB 2050,HB,House Bill,1,1,"house Bill
2050"
HJR 15,HJR,House Joint Resolution,1,1,House joint resolution 15
SJR 16,SJR,Senate Joint Resolution,1,1,"Senate joint Resolution
16; Senate joint resolution 16"
HB 3RD,HB,House Bill,1,1,House Bill 3rd
HB 1617,HB,House Bill,1,1,House Bill 1617
